gx,gy,gz,acx,acy,acz,time
36.99,0.24,-0.67,-0.17,-0.34,0.42,28/3/2022 9:31
136.17,22.83,-67.63,0.04,-0.47,0.49,28/3/2022 9:31
193.66,-94.73,-96.13,0.09,-1.32,0.81,28/3/2022 9:31
74.89,-107.3,89.42,-0.39,-1.21,0.92,28/3/2022 9:31
-66.89,43.46,33.02,-0.06,-1.01,0.72,28/3/2022 9:31
-103.21,104,44.37,-0.05,-1,0.3,28/3/2022 9:31
-85.14,172.12,38.64,0.14,-0.96,0.14,28/3/2022 9:31
-37.11,116.82,-16.05,0.19,-0.89,0.02,28/3/2022 9:31
84.59,-203.43,-88.07,0.21,-1.26,0.28,28/3/2022 9:31
77.51,-64.39,-12.02,0.02,-1.2,0.48,28/3/2022 9:31
23.62,64.88,12.7,0.08,-0.82,0.59,28/3/2022 9:31
-49.56,-81.91,-28.75,0.02,-1.01,0.51,28/3/2022 9:31
-83.74,8,2.69,0.08,-1.06,0.4,28/3/2022 9:31
-91.61,-7.57,27.04,0.16,-1.08,0.28,28/3/2022 9:31
-65.73,-27.83,30.33,0.12,-0.85,0.19,28/3/2022 9:31
0.67,26.18,53.16,0.22,-0.72,0.37,28/3/2022 9:31
18.43,-95.09,71.35,0.2,-0.82,0.5,28/3/2022 9:31
20.81,-18.49,46.63,0.04,-0.79,0.62,28/3/2022 9:31
53.34,-58.72,-21.48,0.08,-1.15,0.59,28/3/2022 9:31
13.49,0.06,-18.8,-0.53,-1.02,0.32,28/3/2022 9:31
-6.9,156.31,-52.92,-0.14,-1.01,0.38,28/3/2022 9:31
-14.28,-70.68,-131.41,-0.23,-0.81,0.42,28/3/2022 9:31
11.6,12.88,-148.25,-0.42,-0.81,0.5,28/3/2022 9:31
-8.48,57.01,-79.16,-0.05,-0.57,0.59,28/3/2022 9:31
-2.44,9.7,11.96,-0.1,-0.51,0.58,28/3/2022 9:31
-3.23,-19.04,72.2,-0.23,-0.81,0.52,28/3/2022 9:31
-5.25,66.35,139.4,-0.49,-0.91,0.57,28/3/2022 9:31
21.79,13.98,81.6,-0.18,-0.88,0.43,28/3/2022 9:31
50.29,-41.5,20.94,-0.11,-0.92,0.34,28/3/2022 9:31
59.2,-7.57,-10.68,0.05,-1.01,0.31,28/3/2022 9:31
36.87,-34.3,-13.92,-0.05,-1.13,0.34,28/3/2022 9:31
21.24,49.87,8.3,-0.04,-1.01,0.44,28/3/2022 9:31
-23.5,19.1,-29.6,-0.1,-1.08,0.43,28/3/2022 9:31
-36.5,81.73,-28.75,-0.07,-1.15,0.29,28/3/2022 9:31
-20.69,13.67,-21.12,-0.01,-0.71,0.19,28/3/2022 9:31
-1.04,21.36,-25.82,-0.15,-0.75,0.3,28/3/2022 9:31
16.78,-16.6,-7.39,-0.31,-0.88,0.46,28/3/2022 9:31
9.03,-9.89,-29.72,-0.23,-0.73,0.41,28/3/2022 9:31
24.6,18.13,-19.78,-0.11,-0.97,0.38,28/3/2022 9:31
3.23,25.27,23.99,-0.13,-0.85,0.33,28/3/2022 9:31
-1.77,100.95,53.41,-0.15,-0.78,0.28,28/3/2022 9:31
-2.2,12.88,4.21,0.04,-1,0.34,28/3/2022 9:31
-20.02,-28.02,-4.7,-0.16,-1.15,0.42,28/3/2022 9:31
-52.25,50.11,22.58,-0.07,-0.99,0.5,28/3/2022 9:31
-75.68,13.98,-16.54,-0.06,-0.88,0.38,28/3/2022 9:31
-67.32,52.8,-88.2,0.04,-0.85,0.24,28/3/2022 9:31
28.87,54.2,-122.56,0.12,-0.93,0.3,28/3/2022 9:31
152.71,-116.33,-97.11,0.5,-1.03,0.77,28/3/2022 9:31
-83.44,-158.94,114.62,-1.04,-1.01,0.49,28/3/2022 9:31
-70.86,211.12,59.02,0.02,-0.75,0.03,28/3/2022 9:31
26.37,-9.95,44.98,0.37,-0.62,0.21,28/3/2022 9:31
74.83,-282.78,-32.17,0.31,-1.56,0.47,28/3/2022 9:31
-31.43,-96.25,0.61,-0.31,-0.96,0.24,28/3/2022 9:31
-46.88,142.4,74.28,0.14,-0.98,0.3,28/3/2022 9:31
-14.89,-36.62,13.85,0.42,-0.99,0.13,28/3/2022 9:31
-0.49,-250.49,-15.32,0.15,-1.06,0.17,28/3/2022 9:31
-25.57,-49.56,49.19,0,-1.08,0.24,28/3/2022 9:31
-6.29,31.49,144.17,-0.01,-1.03,0.28,28/3/2022 9:31
-0.43,-82.82,90.27,-0.2,-0.74,0.38,28/3/2022 9:31
19.96,-72.63,-11.84,-0.13,-0.78,0.47,28/3/2022 9:31
34.42,-50.78,-66.41,-0.07,-0.86,0.46,28/3/2022 9:31
40.89,-25.21,-39.12,0.04,-0.86,0.51,28/3/2022 9:31
38.94,-74.65,19.04,0.03,-0.97,0.56,28/3/2022 9:31
10.99,-97.66,33.08,0.08,-0.96,0.42,28/3/2022 9:31
-27.28,-63.6,29.24,0.03,-1.02,0.21,28/3/2022 9:31
-44.43,-16.91,-12.57,0.25,-1.05,0.02,28/3/2022 9:31
-8.91,-80.2,18.62,0.09,-0.95,-0.01,28/3/2022 9:31
28.5,-11.54,65.92,0.14,-1,0.13,28/3/2022 9:31
27.04,-133.06,93.2,0.16,-1.22,0.33,28/3/2022 9:31
9.95,8.91,2.01,-0.34,-0.77,0.29,28/3/2022 9:31
10.93,60.73,-48.71,0.47,-0.93,0.19,28/3/2022 9:31
17.15,-161.74,-17.7,-0.05,-0.93,0.42,28/3/2022 9:31
-11.78,-61.71,46.51,-0.02,-0.94,0.37,28/3/2022 9:31
-37.9,-1.1,43.4,0,-1,0.33,28/3/2022 9:31
-33.51,-16.54,46.02,0.03,-0.96,0.27,28/3/2022 9:31
3.17,-68.42,30.82,0.08,-0.84,0.27,28/3/2022 9:31
34.55,-124.94,-23.56,0.19,-1.02,0.31,28/3/2022 9:31
1.46,-107.73,-38.64,-0.09,-0.96,0.31,28/3/2022 9:31
18.98,56.46,44.19,0.22,-1.04,0.3,28/3/2022 9:31
3.23,-134.22,34.67,-0.16,-1.1,0.22,28/3/2022 9:31
-8.61,-0.24,17.88,-0.26,-0.74,0.2,28/3/2022 9:31
-9.77,37.41,-7.08,-0.23,-0.94,0.19,28/3/2022 9:31
12.21,39.55,-23.56,-0.14,-0.86,0.22,28/3/2022 9:31
28.75,25.21,-28.99,0.05,-0.89,0.37,28/3/2022 9:31
4.21,-25.76,-13.49,0.02,-1.25,0.54,28/3/2022 9:31
-45.65,30.88,62.32,0.01,-1,0.39,28/3/2022 9:31
-78.25,65.73,52.37,-0.03,-1.04,0.31,28/3/2022 9:31
-40.89,75.13,54.87,-0.01,-0.97,0.28,28/3/2022 9:31
2.87,-19.47,-25.27,-0.03,-1.04,0.33,28/3/2022 9:31
39.67,-41.81,-103.33,0.03,-0.85,0.35,28/3/2022 9:31
49.93,-20.32,-72.14,-0.02,-1,0.34,28/3/2022 9:31
36.8,63.78,-62.13,0.09,-0.83,0.32,28/3/2022 9:31
33.57,33.63,-18.43,0.11,-0.85,0.46,28/3/2022 9:31
3.85,5.31,46.57,0.04,-1.39,0.55,28/3/2022 9:31
-59.2,-5.25,97.05,0,-1.09,0.35,28/3/2022 9:31
-48.46,34.3,18.25,-0.08,-0.84,0.21,28/3/2022 9:31
-10.01,34.18,-90.7,0.02,-1.16,0.21,28/3/2022 9:31
35.16,-17.4,-121.83,0,-0.74,0.35,28/3/2022 9:31
31.31,57.92,-99.12,-0.1,-0.96,0.31,28/3/2022 9:31
25.94,125.79,-48.95,0.11,-0.81,0.27,28/3/2022 9:31
50.23,61.95,-24.96,0.18,-0.7,0.41,28/3/2022 9:31
17.33,-85.45,1.71,-0.02,-1.28,0.57,28/3/2022 9:31
-31.86,88.13,134.83,-0.15,-1.15,0.48,28/3/2022 9:31
-59.63,11.35,104.55,0.11,-1.01,0.42,28/3/2022 9:31
-21.79,-42.6,35.34,0.04,-0.75,0.31,28/3/2022 9:31
24.54,-55.91,-62.93,0.02,-0.91,0.38,28/3/2022 9:31
46.39,-41.32,-89.84,-0.01,-1.28,0.5,28/3/2022 9:31
4.27,23.99,-17.4,-0.15,-0.8,0.22,28/3/2022 9:31
-10.68,148.74,-29.42,0,-0.89,0.2,28/3/2022 9:31
27.16,48.71,-1.71,0.1,-0.86,0.41,28/3/2022 9:31
38.09,-53.89,-15.2,-0.02,-0.91,0.58,28/3/2022 9:31
-4.58,-79.9,-37.96,-0.04,-0.9,0.54,28/3/2022 9:31
-47.61,-13.79,26.12,0.11,-1.12,0.39,28/3/2022 9:31
-78.43,-30.94,3.85,0.08,-1.1,0.21,28/3/2022 9:31
-51.64,38.51,51.51,0.08,-0.98,0.18,28/3/2022 9:31
-1.34,-28.75,68.97,0.15,-1.08,0.2,28/3/2022 9:31
60.3,-110.96,71.04,-0.14,-0.6,0.45,28/3/2022 9:31
65.37,-144.96,26.18,-0.06,-1.02,0.41,28/3/2022 9:31
11.23,-86.49,-9.4,-0.14,-0.95,0.32,28/3/2022 9:31
4.39,-24.66,-5.25,0.05,-0.87,0.33,28/3/2022 9:31
5.19,-88.38,7.45,0.07,-0.78,0.34,28/3/2022 9:31
-41.56,-116.7,13.92,0.09,-1,0.31,28/3/2022 9:31
-100.22,26.67,46.51,-0.07,-1.24,0.2,28/3/2022 9:31
-58.53,149.96,109.38,0.16,-0.98,0.12,28/3/2022 9:31
-5.74,-87.1,65.73,0.04,-0.95,0.12,28/3/2022 9:31
58.04,-39.79,-7.32,-0.07,-1,0.39,28/3/2022 9:31
72.33,-63.11,-47.55,-0.14,-0.74,0.51,28/3/2022 9:31
62.32,-34.91,-49.26,-0.14,-1.02,0.57,28/3/2022 9:31
11.17,46.63,-23.68,-0.05,-0.89,0.37,28/3/2022 9:31
8.42,89.42,3.05,0.07,-0.82,0.31,28/3/2022 9:31
23.25,-8.48,-3.85,0.11,-1.29,0.42,28/3/2022 9:31
-12.7,-7.32,48.83,-0.14,-1.1,0.34,28/3/2022 9:31
-41.75,60.61,49.44,-0.1,-0.99,0.19,28/3/2022 9:31
-23.44,54.99,-28.56,0.01,-0.92,0.2,28/3/2022 9:31
14.83,-16.17,-100.71,0.04,-0.94,0.42,28/3/2022 9:31
26.92,46.2,-55.73,-0.14,-0.94,0.23,28/3/2022 9:31
22.16,130,-52.67,0.11,-0.82,0.3,28/3/2022 9:31
31.43,38.51,-18.92,-0.02,-0.77,0.42,28/3/2022 9:31
32.53,52.55,-11.11,0.11,-1.35,0.52,28/3/2022 9:31
-11.11,68.42,65.55,-0.14,-0.99,0.33,28/3/2022 9:31
-44.31,139.71,35.52,-0.03,-1.05,0.24,28/3/2022 9:31
-25.76,72.69,4.52,-0.02,-0.98,0.23,28/3/2022 9:31
-14.1,36.56,-74.52,0.05,-1.05,0.27,28/3/2022 9:31
-2.75,28.5,-99.43,0.06,-1.16,0.27,28/3/2022 9:31
10.8,39.67,-50.72,0.07,-0.66,0.24,28/3/2022 9:31
27.28,13.55,-11.78,-0.05,-0.89,0.39,28/3/2022 9:31
16.6,37.54,18.01,-0.13,-0.79,0.4,28/3/2022 9:31
18.62,29.79,6.77,0.02,-0.88,0.53,28/3/2022 9:31
4.15,-42.3,0.31,-0.04,-1.24,0.57,28/3/2022 9:31
-37.9,-11.6,34.42,-0.04,-0.88,0.38,28/3/2022 9:31
-62.07,33.87,20.81,0.07,-1.07,0.24,28/3/2022 9:31
-31.86,5.55,23.62,0.1,-0.87,0.15,28/3/2022 9:31
17.52,-47.49,11.05,0.13,-0.95,0.2,28/3/2022 9:31
52.8,-90.03,4.76,0.13,-1.11,0.35,28/3/2022 9:31
27.59,-144.47,82.89,-0.14,-0.84,0.46,28/3/2022 9:31
-34.36,31.92,24.05,-0.07,-0.93,0.41,28/3/2022 9:31
-11.6,27.22,-4.21,0.2,-0.82,0.17,28/3/2022 9:31
31.98,-67.44,-22.28,0.12,-0.83,0.26,28/3/2022 9:31
48.16,-141.17,-20.2,0.17,-1.11,0.45,28/3/2022 9:31
1.83,-107.79,19.17,-0.04,-0.97,0.39,28/3/2022 9:31
-41.99,-77.82,10.13,0.15,-1.13,0.29,28/3/2022 9:31
-55.36,-74.89,-8.24,0.13,-1.04,0.19,28/3/2022 9:31
-53.71,-47.12,14.28,0.12,-1.12,0.12,28/3/2022 9:31
-26.06,22.77,70.68,-0.05,-0.89,0.09,28/3/2022 9:31
42.11,-89.11,51.82,-0.15,-1.08,0.38,28/3/2022 9:31
19.04,-54.69,-19.71,-0.38,-0.9,0.46,28/3/2022 9:31
7.69,8.24,-79.04,0.06,-0.94,0.4,28/3/2022 9:31
11.23,-25.45,-23.99,0.18,-1.23,0.5,28/3/2022 9:31
-16.6,1.46,87.22,-0.03,-1.02,0.35,28/3/2022 9:31
-47,82.21,132.08,-0.15,-1,0.32,28/3/2022 9:31
-18.01,26.25,47.61,-0.03,-0.88,0.29,28/3/2022 9:31
12.7,-27.53,-58.59,-0.05,-0.98,0.36,28/3/2022 9:31
27.4,17.33,-71.59,-0.09,-0.85,0.23,28/3/2022 9:31
6.23,93.99,-57.31,0.03,-0.83,0.21,28/3/2022 9:31
33.51,62.81,-26.92,0.14,-0.83,0.36,28/3/2022 9:31
29.54,-13.98,8.97,0.12,-1.15,0.66,28/3/2022 9:31
-48.65,58.53,73.79,-0.08,-0.96,0.46,28/3/2022 9:31
-81.97,66.71,61.1,0.04,-1.15,0.42,28/3/2022 9:31
-57.92,31.68,46.69,0,-0.73,0.31,28/3/2022 9:31
-2.2,3.91,-47.18,0.09,-0.8,0.33,28/3/2022 9:31
57.37,-43.64,-129.46,0.13,-1.3,0.48,28/3/2022 9:31
36.62,-56.34,-47,-0.24,-0.7,0.37,28/3/2022 9:31
3.66,145.69,-19.1,0.04,-0.89,0.32,28/3/2022 9:31
33.51,38.76,-21.48,0.17,-0.81,0.37,28/3/2022 9:31
43.52,-49.13,-11.9,0.05,-0.95,0.57,28/3/2022 9:31
-3.05,-28.56,0.06,-0.05,-1.02,0.56,28/3/2022 9:31
-40.65,20.51,45.41,0.11,-1.07,0.41,28/3/2022 9:31
-67.63,-9.52,38.94,0,-1.07,0.26,28/3/2022 9:31
-38.88,65.49,64.21,0.1,-0.89,0.18,28/3/2022 9:31
1.22,-27.95,12.27,0.15,-0.93,0.28,28/3/2022 9:31
49.13,-106.45,-21.85,-0.01,-0.78,0.55,28/3/2022 9:31
37.11,-43.27,-14.28,-0.15,-0.9,0.46,28/3/2022 9:31
8.97,53.16,-45.47,0,-0.84,0.39,28/3/2022 9:31
21.3,-7.2,-11.23,0.13,-0.84,0.4,28/3/2022 9:31
16.6,-37.05,0.49,0.02,-0.89,0.47,28/3/2022 9:31
-11.96,15.75,25.7,0.04,-1.13,0.48,28/3/2022 9:31
-27.71,0.43,74.16,0.05,-0.85,0.34,28/3/2022 9:31
-27.89,-75.87,29.79,0.12,-1.12,0.28,28/3/2022 9:31
-32.29,-25.39,21.36,-0.03,-0.87,0.22,28/3/2022 9:31
19.04,25.45,29.48,0.22,-0.74,0.31,28/3/2022 9:31
53.28,-227.36,-20.87,0.25,-1.09,0.5,28/3/2022 9:31
20.14,-147.64,61.1,-0.21,-0.91,0.56,28/3/2022 9:31
-34.42,-13.67,55.24,0.01,-0.85,0.35,28/3/2022 9:31
-40.1,-22.95,6.35,0.05,-1.02,0.19,28/3/2022 9:31
10.68,3.66,39,0.14,-0.78,0.22,28/3/2022 9:31
47.06,-119.2,28.99,0.14,-0.91,0.32,28/3/2022 9:31
39.37,-117.86,41.93,-0.01,-0.96,0.43,28/3/2022 9:31
18.07,-113.46,43.64,0.02,-0.97,0.41,28/3/2022 9:31
-14.1,-119.63,4.76,0.05,-0.93,0.31,28/3/2022 9:31
-33.14,1.83,-19.41,0.06,-1.02,0.27,28/3/2022 9:31
-25.82,32.96,-34.42,0.25,-1.04,0.22,28/3/2022 9:31
-10.93,-76.6,11.72,0.2,-0.95,0.2,28/3/2022 9:31
0.12,-71.11,83.98,0.14,-1.05,0.24,28/3/2022 9:31
10.62,-75.13,110.05,0.08,-0.96,0.26,28/3/2022 9:31
28.44,-147.46,134.58,0.04,-1.15,0.38,28/3/2022 9:31
-4.33,-117.74,101.68,-0.24,-0.89,0.41,28/3/2022 9:31
7.51,25.45,6.16,-0.04,-0.82,0.42,28/3/2022 9:31
28.93,-20.94,-92.71,0.02,-0.95,0.4,28/3/2022 9:31
20.63,15.38,-95.28,0,-1,0.4,28/3/2022 9:31
11.54,70.56,-53.41,0.11,-0.97,0.34,28/3/2022 9:31
15.99,19.23,-18.92,0.14,-0.87,0.34,28/3/2022 9:31
18.68,-7.02,27.71,0.09,-0.96,0.4,28/3/2022 9:31
7.69,-22.46,60.97,0.09,-0.97,0.43,28/3/2022 9:31
-5.68,-45.53,29.97,0.06,-0.99,0.38,28/3/2022 9:31
-6.9,-50.42,-7.51,0.04,-0.96,0.32,28/3/2022 9:31
-9.58,-11.78,-21.55,0.08,-1,0.28,28/3/2022 9:31
-5.43,7.93,-22.16,0.03,-1.07,0.27,28/3/2022 9:31
-4.88,0.73,15.32,0.01,-0.64,0.31,28/3/2022 9:31
8.18,3.6,7.51,-0.16,-1.09,0.42,28/3/2022 9:31
6.1,8.3,-2.62,-0.32,-0.8,0.35,28/3/2022 9:31
15.01,56.09,-54.08,-0.01,-0.88,0.35,28/3/2022 9:31
25.51,-38.39,-47.91,0.03,-0.89,0.42,28/3/2022 9:31
18.8,53.71,-8.67,0.05,-1.27,0.5,28/3/2022 9:31
-14.28,1.95,55.85,0.02,-0.85,0.41,28/3/2022 9:31
-38.88,-6.1,78.61,0.03,-1.02,0.35,28/3/2022 9:31
-39.73,-37.35,32.29,-0.04,-0.92,0.24,28/3/2022 9:31
-21.3,14.65,16.78,-0.01,-0.93,0.24,28/3/2022 9:31
10.86,-6.96,-22.34,0.04,-0.96,0.34,28/3/2022 9:31
44.56,-30.58,-39.55,-0.01,-0.91,0.52,28/3/2022 9:31
29.42,-8.18,-34,-0.02,-0.88,0.35,28/3/2022 9:31
-5.62,61.28,-40.16,-0.04,-0.87,0.32,28/3/2022 9:31
12.08,71.9,23.01,0.03,-0.8,0.32,28/3/2022 9:31
32.41,-0.55,-4.09,0.09,-0.9,0.53,28/3/2022 9:31
9.64,-44.98,-22.16,-0.04,-1.27,0.63,28/3/2022 9:31
-38.76,44.01,33.26,0.01,-0.9,0.38,28/3/2022 9:31
-55.36,39.12,43.03,0.06,-1.14,0.23,28/3/2022 9:31
-30.27,-3.78,29.72,0.03,-0.81,0.13,28/3/2022 9:31
18.13,-10.99,15.62,0.12,-0.91,0.22,28/3/2022 9:31
55.11,-72.33,-36.07,0.15,-0.81,0.42,28/3/2022 9:31
54.26,-146.85,-55.05,-0.07,-1.06,0.64,28/3/2022 9:31
7.2,13.67,-10.19,-0.11,-1.16,0.63,28/3/2022 9:31
-47.67,82.76,41.81,-0.24,-1,0.21,28/3/2022 9:31
-31.13,75.81,7.32,-0.27,-0.81,0.06,28/3/2022 9:31
39.98,44.74,-35.95,-0.04,-0.88,0.26,28/3/2022 9:31
46.2,-81.24,-74.71,0,-0.96,0.44,28/3/2022 9:31
31.56,14.1,-26.61,-0.02,-0.91,0.49,28/3/2022 9:31
-32.29,1.83,41.32,-0.01,-0.76,0.37,28/3/2022 9:31
-53.28,66.96,56.09,0.03,-1.01,0.24,28/3/2022 9:31
-14.71,47.18,21.97,0.18,-0.91,0.23,28/3/2022 9:31
15.2,-72.02,7.26,0.05,-0.91,0.31,28/3/2022 9:31
36.44,-51.45,-16.48,0.1,-0.84,0.39,28/3/2022 9:31
8.24,-58.11,-43.76,0.02,-1.02,0.41,28/3/2022 9:31
-6.77,37.29,4.03,0.07,-0.87,0.36,28/3/2022 9:31
-20.81,1.95,-1.04,0.04,-0.9,0.34,28/3/2022 9:31
3.17,50.72,9.46,0.05,-1.2,0.46,28/3/2022 9:31
10.74,-64.03,56.88,-0.11,-0.74,0.34,28/3/2022 9:31
2.56,31.19,-21.91,-0.08,-1.17,0.48,28/3/2022 9:31
-11.66,16.3,20.14,-0.01,-0.82,0.35,28/3/2022 9:31
14.1,19.17,-26.98,0.05,-0.72,0.35,28/3/2022 9:31
44.98,-48.52,-54.38,0.2,-1.26,0.52,28/3/2022 9:31
0.06,-49.8,11.9,-0.11,-1.09,0.42,28/3/2022 9:31
-26.98,-1.59,27.89,0.16,-1.15,0.33,28/3/2022 9:31
-50.35,-21.24,19.71,-0.04,-1.01,0.18,28/3/2022 9:31
-36.74,90.09,50.23,0.03,-1.05,0.15,28/3/2022 9:31
8.85,12.27,-5.19,0.04,-0.73,0.43,28/3/2022 9:31
25.7,-65.12,-49.68,-0.11,-0.85,0.39,28/3/2022 9:31
8.18,220.95,-66.04,0.24,-0.96,0.57,28/3/2022 9:31
5.55,-88.56,-52.55,0.02,-0.85,0.37,28/3/2022 9:31
20.81,37.96,-1.22,0.04,-0.9,0.51,28/3/2022 9:31
-9.83,-23.8,34.73,-0.06,-0.88,0.47,28/3/2022 9:31
-28.81,18.13,54.87,-0.08,-0.96,0.44,28/3/2022 9:31
-15.62,4.27,34,-0.04,-0.86,0.43,28/3/2022 9:31
-7.26,-24.17,-9.7,-0.1,-0.94,0.44,28/3/2022 9:31
0.79,11.47,-25.63,0,-0.88,0.44,28/3/2022 9:31
1.71,-8.67,-37.41,0.03,-0.92,0.4,28/3/2022 9:31
4.58,5,-16.66,0.06,-0.88,0.34,28/3/2022 9:31
14.89,1.89,-0.73,0.09,-0.97,0.29,28/3/2022 9:31
29.85,-14.22,-0.18,0.08,-0.85,0.32,28/3/2022 9:31
7.75,-15.26,3.05,0.01,-1.04,0.4,28/3/2022 9:31
-1.34,19.04,57.86,-0.09,-0.63,0.57,28/3/2022 9:31
-44.07,-17.4,16.42,-0.18,-1,0.56,28/3/2022 9:31
-18.62,15.62,13.43,0.05,-0.75,0.32,28/3/2022 9:31
15.99,-18.8,-17.52,0.01,-0.81,0.42,28/3/2022 9:31
36.5,-62.62,-21.36,-0.01,-0.79,0.55,28/3/2022 9:31
26.79,-37.72,-27.89,-0.08,-0.99,0.62,28/3/2022 9:31
-6.47,9.46,0.85,0.03,-1,0.5,28/3/2022 9:31
-33.69,37.78,67.87,0.01,-1.04,0.32,28/3/2022 9:31
-36.19,54.44,74.46,0.05,-0.98,0.21,28/3/2022 9:31
-6.41,-36.56,34,0.14,-0.98,0.16,28/3/2022 9:31
38.45,-58.96,1.16,0.09,-0.91,0.2,28/3/2022 9:31
52.49,-68.12,-15.14,0.03,-1.01,0.36,28/3/2022 9:31
26.61,-17.46,-21.24,-0.06,-1.14,0.48,28/3/2022 9:31
-4.46,48.83,-16.17,-0.05,-0.87,0.42,28/3/2022 9:31
-20.2,18.86,-21.55,0.05,-0.87,0.35,28/3/2022 9:31
-15.01,53.34,-9.83,-0.07,-0.89,0.35,28/3/2022 9:31
2.44,71.17,-28.2,-0.2,-0.76,0.31,28/3/2022 9:31
20.2,13.37,-57.13,0,-0.85,0.35,28/3/2022 9:31
34.12,-39.06,-31.07,0,-0.88,0.46,28/3/2022 9:31
7.45,-4.46,-6.29,0.11,-1.09,0.56,28/3/2022 9:31
-53.53,65.67,104.43,-0.13,-0.85,0.38,28/3/2022 9:31
-50.11,-40.83,37.48,0.17,-1.09,0.27,28/3/2022 9:31
-51.94,-76.97,-4.64,-0.06,-0.96,0.22,28/3/2022 9:31
-16.6,52.55,27.16,0.07,-0.9,0.23,28/3/2022 9:31
23.86,-19.17,18.37,0.08,-0.86,0.45,28/3/2022 9:31
45.04,-67.44,-34.61,-0.18,-0.87,0.66,28/3/2022 9:32
19.41,-47.79,-67.63,-0.23,-0.91,0.85,28/3/2022 9:32
-40.16,42.3,-70.5,-0.22,-0.99,0.7,28/3/2022 9:32
-75.26,88.44,-21.12,-0.22,-0.86,0.61,28/3/2022 9:32
-53.04,75.44,-16.91,-0.19,-0.68,0.43,28/3/2022 9:32
-9.09,40.65,-6.04,-0.21,-0.47,0.27,28/3/2022 9:32
77.94,56.7,-48.46,0.03,-0.55,0.3,28/3/2022 9:32
145.51,-132.69,-81.24,0,-1.01,0.66,28/3/2022 9:32
93.75,-71.29,22.77,-0.42,-0.92,1.01,28/3/2022 9:32
-16.72,-30.94,26.98,-0.16,-1.14,0.76,28/3/2022 9:32
-76.17,93.57,49.07,-0.05,-0.89,0.35,28/3/2022 9:32
-58.23,79.04,63.23,0.2,-1.02,0.24,28/3/2022 9:32
-3.17,-94.79,34.48,0.09,-0.83,0.18,28/3/2022 9:32
36.19,-66.35,27.83,0.15,-0.93,0.44,28/3/2022 9:32
22.58,-75.13,15.87,-0.16,-0.92,0.65,28/3/2022 9:32
19.35,49.38,-11.35,-0.15,-1.08,0.45,28/3/2022 9:32
1.4,4.52,-37.54,-0.13,-0.91,0.19,28/3/2022 9:32
10.5,88.13,-25.51,-0.24,-0.96,0.32,28/3/2022 9:32
-2.62,37.48,-38.27,-0.09,-0.83,0.37,28/3/2022 9:32
4.21,16.6,-38.27,-0.01,-0.8,0.43,28/3/2022 9:32
14.04,4.76,-12.02,0.06,-0.8,0.5,28/3/2022 9:32
12.02,10.5,9.58,-0.06,-1.16,0.52,28/3/2022 9:32
-9.09,31.43,44.43,-0.13,-0.96,0.41,28/3/2022 9:32
-15.38,56.34,26.86,0.02,-0.93,0.31,28/3/2022 9:32
1.04,-82.52,19.41,0.1,-0.89,0.28,28/3/2022 9:32
9.95,-111.39,-12.08,0.09,-1.05,0.26,28/3/2022 9:32
16.54,-30.03,7.81,0.01,-0.91,0.32,28/3/2022 9:32
-4.76,-34.67,21.67,-0.21,-1.03,0.33,28/3/2022 9:32
-0.37,97.11,-5.8,-0.24,-0.91,0.3,28/3/2022 9:32
10.68,-5.25,-23.74,-0.16,-0.77,0.22,28/3/2022 9:32
15.93,-13.37,-34.18,-0.24,-1,0.35,28/3/2022 9:32
10.5,8.91,-1.77,-0.16,-0.88,0.37,28/3/2022 9:32
0.73,18.19,8.12,-0.18,-0.78,0.41,28/3/2022 9:32
-15.75,-6.16,-8.67,-0.13,-1.07,0.43,28/3/2022 9:32
-31.74,56.95,31.92,-0.05,-0.72,0.32,28/3/2022 9:32
-28.93,-23.13,-6.41,0.2,-1.08,0.49,28/3/2022 9:32
-76.11,-11.66,34.55,-0.16,-1.06,0.56,28/3/2022 9:32
-79.53,40.59,16.78,0.28,-0.6,0.05,28/3/2022 9:32
-8.48,17.52,-24.78,0.09,-0.72,-0.08,28/3/2022 9:32
200.56,117.25,-46.14,0.23,-1.43,0.17,28/3/2022 9:32
-43.21,-516.48,40.47,-2.31,-0.64,2.21,28/3/2022 9:32
-22.34,12.21,6.96,0.32,-1.12,-0.01,28/3/2022 9:32
-27.65,52.37,32.65,-0.12,-0.98,0.36,28/3/2022 9:32
-17.7,95.4,29.24,-0.13,-0.86,0.23,28/3/2022 9:32
7.93,130.19,-24.66,0.05,-0.8,0.34,28/3/2022 9:32
25.7,-60.97,-83.8,0.52,-1.27,0.35,28/3/2022 9:32
-11.78,-193.05,-83.68,-0.27,-0.91,0.42,28/3/2022 9:32
-29.3,68.12,3.05,0.32,-1.05,0.31,28/3/2022 9:32
-47,-124.94,34.91,0.14,-1,0.25,28/3/2022 9:32
-49.68,-116.33,67.02,0.12,-1.17,0.2,28/3/2022 9:32
-65.61,-102.23,100.04,-0.06,-1.15,0.15,28/3/2022 9:32
-9.16,-16.91,140.5,-0.22,-0.8,0.18,28/3/2022 9:32
16.85,-90.03,68.48,0.15,-1.04,0.12,28/3/2022 9:32
29.17,-96.8,46.75,-0.1,-0.88,0.33,28/3/2022 9:32
35.28,-45.41,27.53,0.01,-0.86,0.33,28/3/2022 9:32
45.29,-18.07,-5.37,0.02,-1.02,0.47,28/3/2022 9:32
